"cocktail_ingredient_id","ingredient_amount","ingredient_name","ingredient_type","ingredient_unit","cocktail_id","ingredient_id","ingredient_amont"
1097,"22.2","라임 쥬스","General","ml",195,1119,""
1098,"14.8","패션프루트 시럽","General","ml",195,1333,""
1099,"14.8","Creme de Cacao, Tempus Fugit","Liqueur","ml",195,629,""
1100,"2","후추 팅크, Scrappy's Firewater Tincture","General","ds",195,1846,""
1101,"29.6","Sloe gin (Hayman's)","Gin","ml",196,1667,""
1102,"29.6","Fino sherry, Lustau","Wine","ml",196,765,""
1103,"22.2","Benedictine","Liqueur","ml",196,376,""
1104,"7.4","Cynar","Liqueur","ml",196,654,""
1105,"1","브랜디 체리 (Not Luxardo)","General","",196,450,""
1106,"59.1","Applejack","Brandy","ml",197,103,""
1107,"7.4","Islay Scotch, Laphroaig","Whisky","ml",197,1006,""
1108,"22.2","레몬 주스","General","ml",197,1086,""
1109,"14.8","B 등급 메이플 시럽","General","ml",197,1161,""
1110,"6","오렌지 크림 구연산염, Bittermens","General","dr",197,1268,""
1111,"1","코셔 소금","Garnish","pn",197,1615,""
1112,"59.1","Cherry Liqueur, Cherry Heering","Liqueur","ml",198,460,""
1113,"22.2","Cachaca, Leblon","Rum","ml",198,385,""
1114,"22.2","Sloe gin, Plymouth","Gin","ml",198,1668,""
1115,"22.2","레몬 주스","General","ml",198,1086,""
1116,"1","Islay Scotch, Laphroaig 10","Whisky","t",198,1007,""
1117,"1/2","그레나딘, Stirrings","General","t",198,934,""
1118,"29.6","탄산수","General","ml",198,1672,""
1119,"44.4","Reposado Tequila, Chinaco","Tequila","ml",199,1495,""
1120,"7.4","Whiskey, Balcones Brimstone","Whisky","ml",199,1859,""
1121,"14.8","Orange liqueur, Prunier (or Grand Marnier)","Liqueur","ml",199,1285,""
1122,"9.9","레몬 주스","General","ml",199,1086,""
1123,"9.9","라임 쥬스","General","ml",199,1119,""
1124,"9.9","단순 시럽 (1:1)","General","ml",199,1657,""
1125,"1","Salt (Applewood Smoked)","General","pn",199,1614,""
1126,"44.4","Mezcal, Del Maguey Vida","Mezcal","ml",200,1204,""
1127,"22.2","Amaro, Cappelletti Sfumato Rabarbaro","Liqueur","ml",200,54,""
1128,"2","비터스, Bittermens Xocolatl Mole","General","ds",200,229,""
1129,"22.2","Apple brandy, Laird's Bonded","Brandy","ml",201,90,""
1130,"22.2","Bison Grass Vodka","Vodka","ml",201,203,""
1131,"22.2","Chinato, Cocchi Barolo Chinato","Wine","ml",201,479,""
1132,"22.2","Averna","Liqueur","ml",201,138,""
1133,"2","자몽 비터스","General","ds",201,907,""
1134,"59.1","Islay Scotch, Laphroaig 10","Whisky","ml",202,1007,""
1135,"29.6","Drambuie","Liqueur","ml",202,697,""
1136,"2","비터스, Fee Brothers Lemon","General","ds",202,1081,""
1137,"59.1","Bourbon","Whisky","ml",203,321,""
1138,"14.8","Creme de Banane, Tempus Fugit","Liqueur","ml",203,623,""
1139,"1","Walnut Liqueur","Liqueur","bsp",203,1839,""
1140,"2","비터스, Angostura","General","ds",203,74,""
1141,"1","레몬 껍질","Garnish","twst",203,1088,""
1142,"44.4","Mezcal","Mezcal","ml",204,1191,""
1143,"14.8","Orange liqueur, Grand Marnier","Liqueur","ml",204,1283,""
1144,"29.6","레몬 주스","General","ml",204,1086,""
1145,"14.8","꿀 시럽 (3:1)","General","ml",204,971,""
1146,"44.4","Bourbon","Whisky","ml",205,321,""
1147,"29.6","Sweet vermouth","Wine","ml",205,1730,""
1148,"7.4","Allspice Dram","Liqueur","ml",205,24,""
1149,"7.4","Gentian liqueur (Like Suze, Aveze, or Salers)","Liqueur","ml",205,789,""
1150,"1","육두구 (새로 갈아서 뿌린)","General","part",205,1246,""
1151,"29.6","Islay Scotch, Laphroaig 10","Whisky","ml",206,1007,""
1152,"29.6","Zwack Unicum","Liqueur","ml",206,1892,""
1153,"29.6","Cynar","Liqueur","ml",206,654,""
1154,"7.4","Creme de Cacao, Tempus Fugit","Liqueur","ml",206,629,""
1155,"7.4","웜우두 비터스, Cocktail Kingdom","General","ml",206,209,""
1156,"1","바다 소금","General","pn",206,1614,""
1157,"37","Mezcal","Mezcal","ml",207,1191,""
1158,"22.2","Cardamaro","Wine","ml",207,419,""
1159,"22.2","Amaro Montenegro","Liqueur","ml",207,47,""
1160,"7.4","Fernet Branca","Spirits","ml",207,756,""
1161,"2","비터스, Bittermens Xocolatl Mole","General","ds",207,229,""
1162,"1","오렌지 껍질","Garnish","twst",207,1291,""
1163,"29.6","Pisco","Brandy","ml",208,1420,""
1164,"29.6","Cachaca","Rum","ml",208,381,""
1165,"14.8","꿀 시럽 (1 : 1)","General","ml",208,971,""
1166,"14.8","라임 쥬스","General","ml",208,1119,""
1167,"1","계란 흰자","General","",208,731,""
1168,"1","비터스, Angostura","Garnish","ds",208,75,""
1169,"44.4","Gin","Gin","ml",209,803,""
1170,"14.8","Cherry Liqueur, Cherry Heering","Liqueur","ml",209,460,""
1171,"14.8","패션프루트 시럽, Monin","General","ml",209,1333,""
1172,"7.4","Aperol","Liqueur","ml",209,83,""
1173,"7.4","Cynar","Liqueur","ml",209,654,""
1174,"22.2","라임 쥬스","General","ml",209,1119,""
1175,"59.1","파인애플 쥬스","General","ml",209,1406,""
1176,"2","비터스, Bittercube Cherry Bark Vanilla","General","ds",209,222,""
1177,"1","파인애플","General","sli",209,1402,""
1178,"3","체리, Luxardo","General","",209,450,""
1179,"29.6","Scotch, Bank Note","Whisky","ml",210,1629,""
1180,"22.2","Bourbon, Buffalo Trace","Whisky","ml",210,325,""
1181,"14.8","Peach liqueur, Rothman & Winter","Liqueur","ml",210,1357,""
1182,"7.4","Cynar 70","Liqueur","ml",210,655,""
1183,"7.4","꿀 시럽 (1 : 1)","General","ml",210,971,""
1184,"22.2","레몬 주스","General","ml",210,1086,""
1185,"2","복숭아 비터스, Fee Brothers","General","ds",210,1347,""
1186,"1","레몬","Garnish","sli",210,1080,""
1187,"29.6","Rye, Wild Turkey 101","Whisky","ml",211,1604,""
1188,"29.6","Mezcal, Del Maguey Vida (smoky)","Mezcal","ml",211,1204,""
1189,"14.8","Benedictine","Liqueur","ml",211,376,""
1190,"2","비터스, vanilla","General","ds",211,209,""
1191,"44.4","Bourbon","Whisky","ml",212,321,""
1192,"22.2","Madeira, Broadbent Rainwater Medium Dry","Wine","ml",212,1147,""
1193,"22.2","Cynar","Liqueur","ml",212,654,""
1194,"1","자몽 껍질","Garnish","twst",212,914,""
1195,"59.1","Rum, Bacardi 8","Rum","ml",213,1564,""
1196,"14.8","Rum, Lemon Hart 151","Rum","ml",213,1574,""
1197,"44.4","파인애플 쥬스","General","ml",213,1406,""
1198,"29.6","바나나 퓨레","General","ml",213,159,""
1199,"14.8","오렌지 주스","General","ml",213,1276,""
1200,"14.8","라임 주스","General","ml",213,1119,""
1201,"14.8","바닐라 시럽, B.G. Reynolds","General","ml",213,1814,""
1202,"44.4","Brandy (Lustau Brandy de Jerez Solera Reserva)","Brandy","ml",214,352,""
1203,"14.8","Pineapple rum, Plantation Stiggins' Fancy","Rum","ml",214,1408,""
1204,"14.8","Sherry, Lustau Pedro Ximenez (Float)","Wine","ml",214,1653,""
1205,"1","Herbal liqueur, Pernod","Liqueur","t",214,960,""
1206,"29.6","라임 쥬스","General","ml",214,1119,""
1207,"14.8","Don's Mix","General","ml",214,693,""
1208,"12","비터스, Bittermens 'Elemakule Tiki","General","dr",214,210,""
1209,"2","육두구","Garnish","ds",214,1247,""
1210,"1","라임","Garnish","wdg",214,1115,""
1211,"59.1","Vodka","Vodka","ml",215,1827,""
1212,"7.4","Dry vermouth, Noilly Prat","Wine","ml",215,714,""
1213,"1","베이컨 시럽, Torani","General","t",215,156,""
1214,"1","핫 소스","General","ds",215,978,""
1215,"88.7","Gin, Nolet's","Gin","ml",216,850,""
1216,"44.4","Pimm's No. 1 Cup","Liqueur","ml",216,1396,""
1217,"29.6","토닉 워터 시럽","General","ml",216,1789,""
1218,"88.7","탄산수","General","ml",216,1672,""
1219,"44.4","Gin, Catoctin Creek","Gin","ml",217,833,""
1220,"44.4","Pisco, Macchu pisco","Brandy","ml",217,1428,""
1221,"4","체리","General","",217,450,""
1222,"3","비터스","General","ds",217,209,""
1223,"3","설탕","General","cube",217,1719,""
1224,"22.2","Gin","Gin","ml",218,803,""
1225,"22.2","Applejack","Brandy","ml",218,103,""
1226,"22.2","Orange Curacao","Liqueur","ml",218,1269,""
1227,"22.2","레몬 주스","General","ml",218,1086,""
1228,"29.6","Gin","Gin","ml",219,803,""
1229,"14.8","Amaro Nonino","Liqueur","ml",219,49,""
1230,"14.8","Apricot liqueur","Liqueur","ml",219,110,""
1231,"22.2","레몬 주스","General","ml",219,1086,""
1232,"2","오렌지 비터스","General","ds",219,1265,""
1233,"44.4","Eau de vie of Douglas Fir, Clear Creek","Brandy","ml",220,727,""
1234,"22.2","Aromatized wine, Cocchi Vermouth di Torino","Wine","ml",220,129,""
1235,"2","Bitters, Dead Rabbit Orinoco","General","ds",220,239,""
1236,"59.1","Spiced Rum","Rum","ml",221,1695,""
1237,"7.4","Maraschino Liqueur","Liqueur","ml",221,1163,""
1238,"7.4","Coffee liqueur","Liqueur","ml",221,561,""
1239,"7.4","Allspice Dram","Liqueur","ml",221,24,""
1240,"29.6","파인애플 쥬스","General","ml",221,1406,""
1241,"22.2","라임 쥬스","General","ml",221,1119,""
1242,"14.8","구아바 주스 (Nectar)","General","ml",221,984,""
1243,"1","비터스, Angostura","General","ds",221,74,""
1244,"59.1","Gin, Leopold Brothers","Gin","ml",222,844,""
1245,"22.2","Ginger liqueur, King's","Liqueur","ml",222,876,""
1246,"14.8","당근 쥬스","General","ml",222,427,""
1247,"14.8","레몬 주스","General","ml",222,1086,""
1248,"4","비터스, Angostura","General","ds",222,74,""
1249,"29.6","Pineapple rum, Plantation Stiggins' Fancy","Rum","ml",223,1408,""
1250,"29.6","Rhum Agricole","Rum","ml",223,1507,""
1251,"29.6","라임 쥬스","General","ml",223,1119,""
1252,"14.8","Allspice Dram","Liqueur","ml",223,24,""
1253,"14.8","데메라라 시럽","General","ml",223,684,""
1254,"1","달걀 전체","General","",223,731,""
1255,"44.4","Grappa, Banfi","Brandy","ml",224,921,""
1256,"22.2","Ramazzotti","Liqueur","ml",224,1469,""
1257,"7.4","신 체리 시럽","General","ml",224,466,""
1258,"1","Peychaud의 비터스","General","ds",224,1390,""
1259,"1","레몬 껍질","General","twst",224,1087,""
1260,"29.6","Anejo rum","Rum","ml",225,143,""
1261,"29.6","Gin","Gin","ml",225,803,""
1262,"22.2","Sweet vermouth","Wine","ml",225,1730,""
1263,"14.8","Campari","Liqueur","ml",225,396,""
1264,"14.8","Orgeat 아몬드 시럽","General","ml",225,1300,""
1265,"7.4","레몬 주스","General","ml",225,1086,""
1266,"1","오렌지","Garnish","pn",225,1264,""
1267,"29.6","Rhum Agricole","Rum","ml",226,1507,""
1268,"29.6","Mezcal","Mezcal","ml",226,1191,""
1269,"14.8","Benedictine","Liqueur","ml",226,376,""
1270,"14.8","Apricot liqueur","Liqueur","ml",226,110,""
1271,"2","비터스, Bittermens Xocolatl Mole","General","ds",226,229,""
1272,"59.1","Anejo tequila, Pura Vida","Tequila","ml",227,151,""
1273,"14.8","레몬 주스","General","ml",227,1086,""
1274,"22.2","아가베 시럽","General","ml",227,15,""
1275,"1","탄산수","General","spl",227,1672,""
1276,"2","딸기","General","",227,1705,""
1277,"2","바질","General","lf",227,171,""
1278,"29.6","Corn liqueur, Nixta","Liqueur","ml",228,591,""
1279,"14.8","Ancho Reyes Verde chile liqueur","Liqueur","ml",228,71,""
1280,"22.2","Raicilla","Spirits","ml",228,1467,""
1281,"22.2","라임 쥬스","General","ml",228,1119,""
1282,"4","고수","General","spg",228,500,""
1283,"59.1","Blended Scotch, Johnnie Walker Black Label","Whisky","ml",229,288,""
1284,"1","Islay Scotch, Laphroaig 10","Whisky","t",229,1007,""
1285,"22.2","레몬 주스","General","ml",229,1086,""
1286,"14.8","Orgeat 아몬드 시럽, Monin","General","ml",229,1300,""
1287,"2","비터스, Angostura","General","ds",229,74,""
1288,"29.6","Gin","Gin","ml",230,803,""
1289,"29.6","Sweet vermouth","Wine","ml",230,1730,""
1290,"29.6","Cappelletti Aperitivo","Liqueur","ml",230,410,""
1291,"1","Orange Curacao","Liqueur","bsp",230,1269,""
1292,"1","레몬 껍질","Garnish","twst",230,1088,""
1293,"59.1","Blended Scotch, Bank Note","Whisky","ml",231,282,""
1294,"14.8","사프란 시럽 (Royal Rose)","General","ml",231,1606,""
1295,"7.4","딸기 퓨레","General","ml",231,1712,""
1296,"22.2","레몬 주스","General","ml",231,1086,""
1297,"29.6","Vodka","Vodka","ml",232,1827,""
1298,"22.2","Falernum, Velvet Falernum","Liqueur","ml",232,748,""
1299,"25.9","라임 쥬스","General","ml",232,1119,""
1300,"19.7","석류 주스","General","ml",232,1439,""
1301,"29.6","Ouzo","Liqueur","ml",233,1304,""
1302,"88.7","석류 주스","General","ml",233,1439,""
1303,"1","코코넛 워터","General","spl",233,552,""
1304,"1","오이 (muddled)","General","sli",234,643,""
1305,"22.2","Gin, Leopold Brothers (Summer gin)","Gin","ml",234,845,""
1306,"22.2","Basil eau de vie, St. George Aqua Perfecta","Brandy","ml",234,172,""
1307,"22.2","Falernum, Velvet Falernum","Liqueur","ml",234,748,""
1308,"22.2","레몬 주스","General","ml",234,1086,""
1309,"1","Cucumber","Garnish","sli",234,644,""
1310,"7","오이 (얇게 썬)","General","sli",235,984,""
1311,"73.9","레몬 주스","General","ml",235,1086,""
1312,"44.4","간단한 시럽","General","ml",235,1657,""
1313,"88.7","Gin, Hendrick's","Gin","ml",235,843,""
1314,"88.7","클럽 소다","General","ml",235,526,""
1315,"1","민트","Garnish","spg",235,1213,""
1316,"1","칠레 고추","General","",236,471,""
1317,"59.1","Reposado Tequila","Tequila","ml",236,1492,""
1318,"29.6","오렌지 주스","General","ml",236,1276,""
1319,"14.8","라임 쥬스","General","ml",236,1119,""
1320,"14.8","그레나딘","General","ml",236,934,""
1321,"44.4","Bourbon, Buffalo Trace","Whisky","ml",237,325,""
1322,"14.8","Curacao, Pierre Ferrand Dry","Liqueur","ml",237,650,""
1323,"22.2","Aromatized wine, Lillet Rose","Wine","ml",237,134,""
1324,"22.2","Elderflower liqueur, St. Elder","Liqueur","ml",237,738,""
1325,"22.2","자몽 주스","General","ml",237,910,""
1326,"4","오렌지 비터스, Fee Brothers Orange","General","dr",237,1265,""
1327,"1","오렌지 껍질","General","twst",237,1290,""
1328,"59.1","Cognac, Courvoisier VS","Brandy","ml",238,576,""
1329,"22.2","Suze","Liqueur","ml",238,1725,""
1330,"14.8","Chambord","Liqueur","ml",238,441,""
1331,"2","Orange bitters, Regans' orange bitters","General","ds",238,1265,""
1332,"1","레몬 껍질","Garnish","twst",238,1088,""
1333,"59.1","Dark rum, Gosling's Black Seal","Rum","ml",239,667,""
1334,"14.8","Pimm's No. 1 Cup","Liqueur","ml",239,1396,""
1335,"14.8","Sweet vermouth","Wine","ml",239,1730,""
1336,"7.4","Fernet Branca","Spirits","ml",239,756,""
1337,"2","복숭아 비터스, Fee Brothers Peach","General","ds",239,1347,""
1338,"4","장미 수, Fee Brothers","General","dr",239,1846,""
1339,"44.4","Cachaca","Rum","ml",240,381,""
1340,"44.4","Light rum","Rum","ml",240,1100,""
1341,"22.2","Melon liqueur, Midori","Liqueur","ml",240,1183,""
1342,"9.9","간단한 시럽","General","ml",240,1657,""
1343,"14.8","Falernum","Liqueur","ml",240,745,""
1344,"14.8","자몽 주스","General","ml",240,910,""
1345,"1","비터스, Angostura","General","ds",240,74,""
1346,"6","Pastis, Herbsaint","Spirits","dr",240,1339,""
1347,"14.8","라임 쥬스","General","ml",240,1119,""
1348,"2","민트","General","spg",240,1214,""
1349,"59.1","Vodka (Pineapple & Ginger infused)","Vodka","ml",241,1829,""
1350,"22.2","라임 쥬스","General","ml",241,1119,""
1351,"22.2","바닐라 시럽","General","ml",241,1814,""
1352,"1","비터스, Bittermens Xocolatl Mole","General","ds",241,229,""
1353,"2","비터스, Angostura","General","ds",241,74,""
1354,"3","민트","General","spg",241,1214,""
1355,"22.2","Curacao, Pierre Ferrand Dry","Liqueur","ml",242,650,""
1356,"22.2","Apricot liqueur, Rothman & Winter Orchard Apricot","Liqueur","ml",242,114,""
1357,"22.2","Rye, Knob Creek","Whisky","ml",242,1596,""
1358,"11.1","Maraschino Liqueur, Luxardo","Liqueur","ml",242,1164,""
1359,"11.1","오렌지 비터스, Regans 'Orange Bitters","General","ml",242,1265,""
1360,"1","Salt","General","pn",242,1614,""
1361,"37","Rum (Barbados preferably)","Rum","ml",243,1554,""
1362,"37","Cognac","Brandy","ml",243,573,""
1363,"14.8","Falernum","Liqueur","ml",243,745,""
1364,"2","비터스, Angostura","General","ds",243,74,""
1365,"2","Peychaud의 비터스","General","ds",243,1390,""
1366,"1","Absinthe","Spirits","rinse",243,2,""
1367,"1","라임 껍질","Garnish","twst",243,1122,""
1368,"44.4","Gin, Aviation","Gin","ml",244,822,""
1369,"22.2","레몬 주스","General","ml",244,1086,""
1370,"14.8","Parfait Amour, Marie Brizard","Liqueur","ml",244,1326,""
1371,"7.4","Peach liqueur, Giffard","Liqueur","ml",244,1354,""
1372,"1","시나몬 시럽","General","bsp",244,511,""
1373,"1","오렌지 껍질","General","sli",244,1290,""
1374,"44.4","Bourbon, Buffalo Trace","Whisky","ml",245,325,""
1375,"14.8","Amaro Nonino","Liqueur","ml",245,49,""
1376,"22.2","생강 시럽","General","ml",245,880,""
1377,"22.2","레몬 주스","General","ml",245,1086,""
1378,"1","계란 흰자","General","",245,731,""
1379,"29.6","Zucca","Liqueur","ml",246,1890,""
1380,"29.6","Dry vermouth","Wine","ml",246,709,""
1381,"14.8","Orange liqueur, Clement Creole Shrubb","Liqueur","ml",246,1280,""
1382,"14.8","레몬 주스","General","ml",246,1086,""
1383,"59.1","탄산수","General","ml",246,1672,""
1384,"1","오렌지 껍질","Garnish","twst",246,1291,""
1385,"29.6","Rhum Agricole (Blanc)","Rum","ml",247,1508,""
1386,"14.8","Bianco Vermouth","Wine","ml",247,195,""
1387,"14.8","Dry vermouth","Wine","ml",247,709,""
1388,"14.8","Campari","Liqueur","ml",247,396,""
1389,"14.8","패션프루트 시럽","General","ml",247,1333,""
1390,"1","오렌지 껍질","Garnish","twst",247,1291,""
1391,"14","태국 바질","General","lf",248,171,""
1392,"118.3","Nicaraguan Rum, Flor de Cana","Rum","ml",248,1236,""
1393,"44.4","라임 쥬스","General","ml",248,1119,""
1394,"44.4","간단한 시럽","General","ml",248,1657,""
1395,"2","소금 (또는 4방울 식염수 용액)","General","pn",248,1614,""
1396,"1/4","오이 (다진)","General","c",249,643,""
1397,"2","민트","General","lf",249,1214,""
1398,"7.4","간단한 시럽","General","ml",249,1657,""
1399,"59.1","Averna","Liqueur","ml",249,138,""
1400,"14.8","Gin, Death's Door","Gin","ml",249,836,""
1401,"7.4","라임 쥬스","General","ml",249,1119,""
1402,"88.7","클럽 소다","General","ml",249,526,""
1403,"1","민트","Garnish","spg",249,1213,""
1404,"1","오이","Garnish","sli",249,644,""
1405,"59.1","Campari","Liqueur","ml",250,396,""
1406,"29.6","Rye, Bulleit","Whisky","ml",250,1591,""
1407,"19.7","라임 쥬스","General","ml",250,1119,""
1408,"29.6","Blanco Tequila","Tequila","ml",251,271,""
1409,"29.6","오렌지 주스","General","ml",251,1276,""
1410,"29.6","Falernum, Velvet Falernum","Liqueur","ml",251,748,""
1411,"29.6","레몬 주스","General","ml",251,1086,""
1412,"22.2","Campari","Liqueur","ml",251,396,""
1413,"1","탄산수","General","spl",251,1672,""
1414,"44.4","Old Tom Gin, Tanqueray Old Tom","Gin","ml",252,1255,""
1415,"29.6","Grapefruit liqueur (Edmond Briottet)","Liqueur","ml",252,912,""
1416,"7.4","Aperol","Liqueur","ml",252,83,""
1417,"14.8","레몬 주스","General","ml",252,1086,""
1418,"118.3","India Pale Ale","Beer","ml",252,990,""
1419,"1","레몬 껍질","General","twst",252,1087,""
1420,"59.1","White whiskey, Bully Boy","Whisky","ml",253,1872,""
1421,"14.8","Jamaican rum, Smith & Cross","Rum","ml",253,1032,""
1422,"22.2","생강 시럽","General","ml",253,880,""
1423,"22.2","라임 쥬스","General","ml",253,1119,""
1424,"2","피멘토 비터스, Dale De Groff","General","ds",253,1394,""
1425,"2","비터스, Angostura","General","ds",254,74,""
1426,"7.4","메이플 시럽","General","ml",254,1161,""
1427,"29.6","Fernet Branca","Spirits","ml",254,756,""
1428,"29.6","Rye, Rittenhouse 100","Whisky","ml",254,1601,""
1429,"59.1","Gin, Tanqueray 10","Gin","ml",255,861,""
1430,"29.6","레몬 주스","General","ml",255,1086,""
1431,"14.8","Herbal liqueur, Green Chartreuse","Liqueur","ml",255,958,""
1432,"14.8","간단한 시럽","General","ml",255,1657,""
1433,"2","오렌지 비터스","General","ds",255,1265,""
1434,"2","타임","Garnish","spg",255,1780,""
1435,"33.3","White port (Churchill)","Wine","ml",256,1869,""
1436,"14.8","Gin (Lighthouse, Hawthorn Edition)","Gin","ml",256,810,""
1437,"1","Benedictine","Liqueur","bsp",256,376,""
1438,"1","Poppy liqueur, Greenbar Grand Poppy","Liqueur","bsp",256,1449,""
1439,"2","타임","General","spg",256,1781,""
1440,"29.6","Rum, Appleton Reserve","Rum","ml",257,1562,""
1441,"29.6","Mezcal, Del Maguey Vida","Mezcal","ml",257,1204,""
1442,"22.2","라임 쥬스","General","ml",257,1119,""
1443,"14.8","Orgeat 아몬드 시럽","General","ml",257,1300,""
1444,"14.8","Curacao (Dry)","Liqueur","ml",257,649,""
1445,"1","설탕","General","t",257,1719,""
1446,"59.1","Gin, Plymouth","Gin","ml",258,852,""
1447,"14.8","Lychee liqueur, Gabriel Boudier (Litchi)","Liqueur","ml",258,1142,""
1448,"14.8","중국 5개의 향신료 시럽","General","ml",258,480,""
1449,"22.2","레몬 주스","General","ml",258,1086,""
1450,"44.4","Aquavit","Spirits","ml",259,117,""
1451,"14.8","라임 쥬스","General","ml",259,1119,""
1452,"14.8","Triple sec","Liqueur","ml",259,1792,""
1453,"14.8","Cranberry Juice","General","ml",259,601,""
1454,"29.6","Cognac","Brandy","ml",260,573,""
1455,"29.6","Rye","Whisky","ml",260,1585,""
1456,"14.8","Sweet vermouth, Carpano Punt e Mes","Wine","ml",260,1735,""
1457,"14.8","Maraschino Liqueur","Liqueur","ml",260,1163,""
1458,"3","Peychaud의 비터스","General","ds",260,1390,""
1459,"1","Absinthe","Spirits","rinse",260,2,""
1460,"1","레몬 껍질","Garnish","twst",260,1088,""
1461,"44.4","Rhum Agricole (JM Blanc)","Rum","ml",261,1510,""
1462,"14.8","Cynar","Liqueur","ml",261,654,""
1463,"14.8","꿀 시럽 (1:1)","General","ml",261,971,""
1464,"14.8","라임 쥬스","General","ml",261,1119,""
1465,"1","라임","Garnish","sli",261,1115,""
1466,"37","Mekhong","Rum","ml",262,1179,""
1467,"22.2","Ginger liqueur, BroVo","Liqueur","ml",262,873,""
1468,"22.2","라임 쥬스","General","ml",262,1119,""
1469,"22.2","구아바 주스","General","ml",262,984,""
1470,"7.4","Orgeat 아몬드 시럽","General","ml",262,1300,""
1471,"2","바질","Garnish","lf",262,170,""
1472,"14.8","간단한 시럽","General","ml",262,1657,""
1473,"44.4","Anejo rum","Rum","ml",263,143,""
1474,"1","라임","General","sli",263,1114,""
1475,"3","민트","Garnish","spg",263,1213,""
1476,"147.9","토닉 워터, Boylan Heritage Tonic water","General","ml",263,1788,""
1477,"59.1","Rye, Redemption","Whisky","ml",264,1599,""
1478,"29.6","Sherry, Lustau East India Solera","Wine","ml",264,1650,""
1479,"7.4","풍부한 단순 시럽 2:1 (Jarred Candied Chestnuts의 시럽)","General","ml",264,1657,""
1480,"7.4","Nocino","Liqueur","ml",264,1243,""
1481,"7.4","Amaro, Cappelletti Sfumato Rabarbaro","Liqueur","ml",264,54,""
1482,"1","오렌지 껍질","Garnish","twst",264,1291,""
1483,"1","마롱 글라세","Garnish","",264,404,""
1484,"59.1","Pisco","Brandy","ml",265,1420,""
1485,"14.8","그란 클라시코","General","ml",265,899,""
1486,"14.8","Cynar","Liqueur","ml",265,654,""
1487,"14.8","레몬 주스","General","ml",265,1086,""
1488,"1","레몬 껍질","General","twst",265,1087,""
1489,"1","오렌지 껍질","General","twst",265,1290,""
1490,"29.6","Calvados (or other aged apple brandy)","Brandy","ml",266,390,""
1491,"29.6","Anejo rum, Barbancourt 8 Year","Rum","ml",266,144,""
1492,"14.8","Sweet vermouth, Carpano Punt e Mes","Wine","ml",266,1735,""
1493,"14.8","Benedictine","Liqueur","ml",266,376,""
1494,"2","Peychaud의 비터스","General","ds",266,1390,""
1495,"1","레몬 껍질","Garnish","twst",266,1088,""
1496,"29.6","Dark Rum","Rum","ml",267,662,""
1497,"22.2","Light rum","Rum","ml",267,1100,""
1498,"14.8","Curacao","Liqueur","ml",267,649,""
1499,"29.6","라임 쥬스","General","ml",267,1119,""
1500,"22.2","생강 시럽","General","ml",267,880,""
1501,"2","비터스, Angostura","General","ds",267,74,""
1502,"44.4","Pineapple rum, Plantation Stiggins' Fancy","Rum","ml",268,1408,""
1503,"29.6","Sloe gin, Plymouth","Gin","ml",268,1668,""
1504,"1","Demerara Rum, Hamilton Demerara 151","Rum","bsp",268,681,""
1505,"7.4","생강 시럽","General","ml",268,880,""
1506,"7.4","레몬 주스","General","ml",268,1086,""
1507,"2","Orange bitters, Regans' orange bitters","General","ds",268,1265,""
1508,"1","Chocolate bitters, Scrappy's Chocolate","General","ds",268,484,""
1509,"1","마라스치노 체리","Garnish","",268,451,""
1510,"29.6","Fernet Branca","Spirits","ml",269,756,""
1511,"29.6","Campari","Liqueur","ml",269,396,""
1512,"14.8","Sweet vermouth, Carpano Punt e Mes","Wine","ml",269,1735,""
1513,"14.8","Maraschino Liqueur","Liqueur","ml",269,1163,""
1514,"4","Peychaud의 비터스","General","ds",269,1390,""
1515,"1","Absinthe","Spirits","rinse",269,2,""
1516,"1","레몬 껍질","General","twst",269,1087,""
1517,"22.2","Averna","Liqueur","ml",270,138,""
1518,"22.2","Fernet Branca","Spirits","ml",270,756,""
1519,"22.2","Cynar","Liqueur","ml",270,654,""
1520,"7.4","데메라라 시럽","General","ml",270,684,""
1521,"14.8","레몬 주스","General","ml",270,1086,""
1522,"59.1","Heavy Cream","General","ml",270,609,""
1523,"1","계란 흰자","General","",270,731,""
1524,"4","오렌지 꽃","General","dr",270,1274,""
1525,"59.1","진저 비어","General","ml",270,870,""
1526,"1","오렌지 껍질","Garnish","twst",270,1291,""
1527,"1/2","라임","General","",271,1114,""
1528,"14.8","간단한 시럽","General","ml",271,1657,""
1529,"44.4","Cachaca","Rum","ml",271,381,""
1530,"14.8","Coconut Rum","Rum","ml",271,544,""
1531,"22.2","파인애플 쥬스","General","ml",271,1406,""
1532,"44.4","Tequila","Tequila","ml",272,1764,""
1533,"22.2","Cynar","Liqueur","ml",272,654,""
1534,"7.4","Amontillado Sherry","Wine","ml",272,65,""
1535,"14.8","레몬 주스","General","ml",272,1086,""
1536,"3","비터스, Scrappy 's Celery","General","dr",272,209,""
1537,"1","무화과 프리저브 (또는 무화과 버터)","General","T",273,763,""
1538,"44.4","Bourbon, Woodford Reserve","Whisky","ml",273,347,""
1539,"29.6","Jamaican rum","Rum","ml",273,1018,""
1540,"14.8","레몬 주스","General","ml",273,1086,""
1541,"14.8","오렌지 주스","General","ml",273,1276,""
1542,"14.8","간단한 시럽","General","ml",273,1657,""
1543,"1","육두구","Garnish","pn",273,1247,""
1544,"1","라임","Garnish","sli",273,1115,""
