,name,img url,time,ingredient list,recipe,url
558,The Blind Pilot Cocktail,https://www.thespruceeats.com/thmb/O3sAn00Gk8ogn1_U1bpujOwTC6c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/cocktail-c09cb16fa28148a2bfcb0050f5de2361.jpg,3 mins,"[{'amount': '1', 'unit': 'ounce', 'name': 'bourbon whiskey'}, {'amount': '1', 'unit': 'ounce', 'name': 'sweet vermouth'}, {'amount': '1', 'unit': 'ounce', 'name': ""Galliano L'Autentico liqueur""}]","[""In a mixing glass, add all ingredients.\nAdd ice.\nStir vigorously for 30 seconds.\nStrain into a stemmed cocktail glass.\nMore Tips for Making a Great Blind Pilot Cocktail\nJim Beam Black Label would be a nice upgrade to the whiskey. It is everything that we have come to love in the familiar White Label, only aged a few more years. It is the older brother among the Jim Beam bourbons and it does exceptionally well in easy, clean drinks like this.\nVya is one of those vermouth brands that is often overshadowed when it comes to making martinis and Manhattans, yet it is one of the best you will find. It is produced in California's Madera County at the Quady Winery and is a blend of Tinta Roriz and Orange Muscat.\nIf you have yet to try either Vya's sweet or dry vermouths, consider the Blind Pilot the perfect excuse. These are vermouths that you can enjoy on their own and that is a rare occurrence.\nThere is no viable substitute for Galliano so do not even bother looking for one. It is one of those proprietary herbal liqueurs that has a unique recipe that is impossible to duplicate and held in tight secrecy.\nHow Strong Is the Blind Pilot?\nThe Blind Pilot is definitely not a low-proof cocktail though it is comparable to other Manhattan-like recipes. It is filled with liquor and only the diluted water from stirring will bring its strength down. \nThe spirits are all called out by brand name so we know the proof of each: Jim Beam is 80 proof, Vya is 32 proof and Galliano L'Autentico is 84.6 proof. When all of this is added up, the Blind Pilot weighs in at a potent 33 percent ABV (66 proof).""]",https://www.thespruceeats.com/the-blind-pilot-cocktail-recipe-761418
559,The Last Word Cocktail,https://www.thespruceeats.com/thmb/OPl-PPDAp3dgBNWdU-Yw7mTNROU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/last-word-cocktail-recipe-760095-Hero_1-c81f1b5d78cb4466b4f2e46109e8318c.jpg,3 mins,"[{'amount': '3/4', 'unit': 'ounce', 'name': 'gin'}, {'amount': '3/4', 'unit': 'ounce', 'name': 'Green Chartreuse Liqueur'}, {'amount': '3/4', 'unit': 'ounce', 'name': 'maraschino liqueur'}, {'amount': '3/4', 'unit': 'ounce', 'name': 'lime juice'}]","[""Gather the ingredients.\nPour the ingredients into a cocktail shaker with ice.\nShake well.\nStrain into a chilled cocktail glass. Serve and enjoy.\nTips\nTop-shelf gin is highly recommended. Most fans of this drink prefer a good dry gin with bold botanicals and plenty of juniper that will pop through the drink's other flavors.\nUse a jigger to measure the four ingredients so you pour each as accurately as possible. The last word relies on a fine balance that can easily be ruined by overpouring one element.\nDon't substitute another cherry liqueur for the maraschino. Most are decidedly sweeter and will simply not work out well in this recipe.\nSince the lime gets equal billing with quality ingredients, the last word really is best with fresh lime juice. You'll want to measure it to maintain balance, but a single lime should produce the perfect amount of juice for this recipe.\nHow Strong Is a Last Word Cocktail?\nThe last word may taste and look all sweet and innocent, but it's a potent little cocktail. This one shakes up 27 percent ABV (54 proof), nearly as strong as the classic gin martini.\nRecipe Variation\nWhile you're enjoying gin and Green Chartreuse, take the time to mix up a Chartreuse martini. Its taste is not as complex as the last word, as it simply adds dry vermouth to the botanical duo, but it is a nice way to continue exploring its potential.""]",https://www.thespruceeats.com/last-word-cocktail-recipe-760095
560,RumChata Lemon Cake Cocktail,https://www.thespruceeats.com/thmb/Omtx_0slYivRwi48f_oOb4afV94=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/rumchata-lemon-cake-mixed-drink-recipe-759158-hero-01-aa676987b5684a9fa69ab1cb8573cd96.jpg,3 mins,"[{'amount': '3', 'unit': 'ounces', 'name': 'RumChata Cream Liqueur'}, {'amount': '1', 'unit': 'ounce', 'name': 'limoncello'}]","[""Gather the ingredients.\nIn a cocktail shaker, pour the RumChata and limoncello, then fill with ice.\nShake well.\nStrain into an old-fashioned glass filled with fresh ice. Serve and enjoy.\nTips\nWhile you could simply build this drink directly in the serving glass and stir it to mix, shaking is preferred. The agitation dilutes the creaminess and gives it a nice effervescence that makes it a little more enjoyable to drink.\nShaking does break down the ice so it will melt faster. That's why it's always best to strain cocktails over fresh ice when serving them on the rocks.\nRecipe Variations\nFor a fancier presentation, strain the drink into a cocktail glass. If you do not include ice, be sure the glass is chilled first.\nServe the lemon cake as a party shot if you like. The recipe makes about 4 1/2 ounces, so if you mix it all up you'll have enough for about three or four shots, depending on the size of your shot glass.\nUse any other cream liqueur. Irish cream is a very common option though you might also like this drink with something like Somrus, which has a nutty flavor.\nLemon rum or vodka can be used as a substitute for limoncello, though the cocktail won't be as sweet.\nThe other option that will cut the drink's alcohol content is to use a lemon simple syrup. It's easy to make from scratch and the only ingredients you need are a few lemons and some sugar.\nAdd another layer of flavor with a coffee liqueur (e.g., Kahlua), amaretto, or coconut rum.\nHelpful Links\nMaking the perfect drink at home has become easier with these useful tips. Learn what glasses to use, when to shake or stir a cocktail, and more hints toward getting the ideal cocktail.\nBartending 101: Essential Techniques, Tips, and Tricks\nTypes of Glassware Every Bar Needs\nWhy You Should Own a Cocktail Shaker\nHow to Properly Shake a Cocktail\nHow to Strain Cocktails\nTips for Serving Drinks On The Rocks\nChill Glassware When Mixing Drinks for Better Cocktails\nHow to Build Mixed Drinks in the Glass\nHow Strong Is a Lemon Cake?\nThe lemon cake recipe is made with two liqueurs, so it's relatively mild. RumChata is bottled at just 27.5 proof and most limoncello is 60 proof. When combined, the drink's alcohol content is around 16 percent ABV (32 proof). It's like drinking a really delicious wine!\nCreating Delicious Dairy Cocktails at Home""]",https://www.thespruceeats.com/rumchata-lemon-cake-mixed-drink-recipe-759158
561,Bourbon and Blood Cocktail,https://www.thespruceeats.com/thmb/diduLqbnnjLLLDsqhDvqLHAcFSA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/BourbonandBlood-Saetti-Cocktail-56a1754e3df78cf7726ad212.jpg,3 mins,"[{'amount': '1', 'unit': 'ounce', 'name': 'bourbon whiskey'}, {'amount': '1', 'unit': 'ounce', 'name': 'blood orange liqueur'}, {'amount': '1', 'unit': 'ounce', 'name': 'sweet vermouth'}, {'amount': '1 to 2', 'unit': 'dashes', 'name': 'orange bitters'}, {'amount': '6', 'unit': 'small leaves', 'name': 'tarragon'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange peel'}]","['Gather the ingredients.\nCombine all ingredients in a cocktail shaker with ice.\nShake briskly 15 times.\nDouble strain into a chilled cocktail glass.\nSqueeze the oils of an orange peel over the drink, then lightly place it into the cocktail as a garnish. Serve and enjoy.\nTips\nSaetti is very specific in the brands used in his recipe?it wouldn\'t be a bad idea to follow his recommendations exactly. Carpano Antica is one of the best bottles of ""red"" vermouth (more commonly called sweet vermouth) you will find. Also, there is not a good, premium-quality alternative yet when it comes to blood orange liqueur, so opt for Solerno. None of the other orange liqueur options on the market will produce the same effect. While this produced a perfectly balanced cocktail, there is always room for experimentation.\nIf you like, you can muddle the tarragon before adding the other ingredients, but it\'s not necessary in this case because the shake adds just enough tarragon to the mix to make it noticeable without being overpowering.\nHow Strong Is a Bourbon and Blood?\nAssuming that the drink is mixed with the suggested brands, this cocktail is approximately 27.7 percent ABV (55.4 proof). That makes for a strong drink, so you would be wise to limit these to only one or two in an evening.']",https://www.thespruceeats.com/bourbon-and-blood-cocktail-recipe-759029
562,Whiskey Highball,https://www.thespruceeats.com/thmb/LsH5uNzNOfRp9AKyfoxI38bjfe0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/classic-highball-cocktail-recipe-761448-hero-02-f33520a9f6394878a6975da514613142.jpg,3 mins,"[{'amount': '2', 'unit': 'ounces', 'name': 'whiskey'}, {'amount': '4 to 6', 'unit': 'ounces', 'name': 'ginger ale'}]","['Gather the ingredients.\nFill a highball glass with ice.\nPour the whiskey into the glass.\nTop with ginger ale. Serve and enjoy.\nRecipe Variations\nIf you\'re looking for a refreshing way to drink your favorite whiskey, there are many common drinks that follow this formula of whiskey and soda in a highball glass.\nWith a bottle of ginger ale, you can make a Mamie Taylor with scotch and add a little lime juice.\nFor a drink that\'s just as sparkling but not quite as sweet as the highball, try the Presbyterian, which cuts the ginger ale with club soda.\nWhen you want to get a little more complex, go for the Irish gold: Irish whiskey, peach schnapps, and orange juice. \nA classic favorite is the one and only John Collins, a mix of bourbon, lemon juice, simple syrup, and club soda.\nIt\'s very similar to the whiskey fizz, which opts for sugar over syrup and is generally made with blended whiskey.\nOne of the easiest highballs is the branded Seven and Seven: Seagram\'s 7 Crown Whiskey and 7-Up.\nWhen you want to take your whiskey to the drier side, mix up the leprechaun. With Irish whiskey and tonic water, it\'s an excellent dinner companion.\nThe Japanese love a highball at dinnertime and in social settings. They make it with fine attention to detail, mixing Japanese whiskey with sparkling water.\nHow Strong Is the Highball?\nThe highball can be a very light drink, and that\'s why it is ideal for happy hour. It all depends on how much soda and whiskey you pour.\nFor example, if you pour an 80-proof whiskey and follow the recipe as given, your drink would have an alcohol content of about 9 percent ABV (18 proof). Then again, if you double up on the whiskey, opt for a high-proof whiskey, or pour less ginger ale, the drink can almost double to 18 percent ABV. \nWhy Is It Called a Highball?\nCocktail origin stories are sometimes difficult to sort out, and the highball falls into that category. The drink emerged in the late 1890s, and several sources indicate that bartenders in England called whiskey drinks ""balls,"" and tall or ""high"" glasses were used for such drinks. Another theory says the name comes from a 19th-century railroad signal. When the ball was high or raised on the signal post, the train could pass through without stopping. In ""The Joy of Mixology,"" Gary Regan writes that the drink mimics the train signal that it was time to go: two short whistles followed by one long one, as the drink consists of 2 ounces of whiskey and a long pour of ginger ale or soda.']",https://www.thespruceeats.com/classic-highball-cocktail-recipe-761448
563,Christmas Jones Cocktail,https://www.thespruceeats.com/thmb/s5J52MHuTi63lMB5nm4H1fK4v0E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/christmas-jones-cocktail-recipe-761217-hero-01-5c7dba20c9e77c000136a7de.jpg,5 mins,"[{'amount': '1 1/2', 'unit': 'ounces', 'name': 'vodka'}, {'amount': '5', 'unit': 'ounces', 'name': 'pineapple juice'}, {'amount': 'null', 'unit': 'fresh strawberries', 'name': '4'}, {'amount': '2', 'unit': 'teaspoons', 'name': 'superfine sugar'}, {'amount': '3 to 4', 'unit': 'ounces', 'name': 'lemon-lime soda'}, {'amount': 'null', 'unit': 'sprigs', 'name': 'Mint'}]","['Gather the ingredients.\nIn a blender, whiz the vodka, pineapple juice, strawberries, and sugar together.\nPour the mix equally into two highball glasses.\nTop with lemon-lime soda.\nGarnish with a sprig of mint. Serve and enjoy.\nTips\nTo make a good Christmas Jones, start out with a mid-range vodka (any of the popular brands are excellent candidates). One that you wouldn\'t mind in your vodka tonic should do just fine.\nSave those frozen strawberries for your next strawberry daiquiri and go with fresh berries for the Christmas Jones whenever possible. This is not the average blended cocktail because there is no ice added to the blender. Instead, it is more of a spiked fruit puree or a blended juice and that would warrant the freshest fruits possible.\nIf you have a juicer, do yourself a favor and use fresh pineapple juice because the drink will be just a little brighter.\nIf you\'re using bottled pineapple juice, you may find that the little cans of pineapple juice are the best option. They usually come in 5- to 6-ounce cans, which is perfect for a single round of drinks and you don\'t have to worry about wasting a larger can.\nFor the best drink, choose a juice that is ""Not From Concentrate."" Keep an eye on the expiration dates, too, as they can easily be pushed to the back of the refrigerator and forgotten.\nHow Strong Is a Christmas Jones?\nThis recipe is exceptionally light on the alcohol. Despite the fact that the recipe creates two highball drinks, there is only a single shot of vodka used. With an 80-proof vodka and a final volume of 8 ounces in each glass, the Christmas Jones would weigh in at a very mild 3 percent ABV (6 proof). Surprisingly, it is lighter than the average bottle of beer.']",https://www.thespruceeats.com/christmas-jones-cocktail-recipe-761217
564,Apple Margarita,https://www.thespruceeats.com/thmb/lyFUgdH2oTbSgRMAHAqpQYvs8T0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/AppleMargarita-143158716-56a170b95f9b58b7d0bf4f00.jpg,5 mins,"[{'amount': 'null', 'unit': 'null', 'name': 'Cinnamon sugar'}, {'amount': '1', 'unit': 'ounce', 'name': 'tequila'}, {'amount': '1', 'unit': 'ounce', 'name': 'apple schnapps or liqueur'}, {'amount': '1', 'unit': 'ounce', 'name': 'apple juice'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'sour mix'}, {'amount': '1', 'unit': 'cup', 'name': 'ice'}, {'amount': 'null', 'unit': 'slice', 'name': 'Green apple'}]","[""Gather the ingredients.\nIf desired, wet the rim of a chilled margarita glass with a piece of apple or the apple liqueur and rim the glass with cinnamon sugar.\nIn a blender, add the tequila, apple liqueur and juice, sour mix, and ice.\nBlend until smooth.\nPour the drink into the prepared glass.\nGarnish with a green apple wedge. Serve and enjoy.\nTips\nTo make cinnamon sugar, mix 1 part ground cinnamon and 2 parts white sugar until a uniform color.\nThough it's tempting to pour an inexpensive tequila into a cocktail like this, you'll find it tastes better with a mid-range tequila. Choose something you wouldn't mind drinking straight to create a good foundation for the cocktail. Blanco tequilas are a good choice.\nAny apple schnapps will work as a substitute for Apple Pucker. If you want a more relaxed apple flavor that's not as tart, try something like Berentzen Apple Liqueur.\nHomemade sour mix takes about 20 minutes to make and it's easy. If you have simple syrup, simply add equal parts lemon and lime juices to taste. You can also make the citrus-flavored syrup on the stovetop or in your cocktail shaker.\nWhenever you're garnishing with an apple slice, dip it into lemon juice immediately after cutting it. This will halt the oxidation process that's responsible for the fruit's flesh turning brown, which doesn't look very appealing.\nRecipe Variation\nTo make a shaken apple margarita, simply pour the tequila, apple liqueur and juice, and sour mix into a cocktail shaker. Give it a really good shake, then strain into the prepared glass over fresh ice.\nHow Strong Is an Apple Margarita?\nThe frozen apple margarita is a very light cocktail. When made with Apple Pucker and an 80-proof tequila, it blends up to a mild 7 percent ABV (14 proof). If you opt for the shaken version, the alcohol content doubles to about 14 percent ABV (28 proof). Even that is equivalent to drinking a glass of wine.""]",https://www.thespruceeats.com/apple-margarita-recipe-759577
565,The Happy New Year Cocktail,https://www.thespruceeats.com/thmb/mfIl-7OuAIB3I0FvPz9TfOMQ2so=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/happy-new-year-cocktail-recipe-759437-hero-01-a2a2aea1fdc64555acdd1b916e42da85.jpg,3 mins,"[{'amount': '1 1/2', 'unit': 'ounces', 'name': 'brandy'}, {'amount': '3/4', 'unit': 'ounce', 'name': 'ruby port'}, {'amount': '3/4', 'unit': 'ounce', 'name': 'orange juice'}, {'amount': '4', 'unit': 'ounces', 'name': 'Champagne'}]","[""Gather the ingredients.\nPour the brandy, port, and orange juice into a cocktail shaker filled with ice.\nShake well.\nStrain into a Champagne flute.\nTop with Champagne.\nServe and enjoy.\nEndless Brand Possibilities\nThere are many elements going into this cocktail and many options for each. You really cannot go wrong with any of the choices and you can have a lot of fun playing around with different brands for each.\nOne of the better combinations we've found is Sandeman's 10 Year Old Port (actually a tawny port, though they make a great ruby as well) with fresh-squeezed orange juice, Korbel Brandy, and Moet & Chandon Imperial Brut Champagne. However, we really have yet to find a bad combination because this is simply a great cocktail no matter what you pour.\nThis is also a fantastic drink that can fit into any budget. There are great options in every price range for the brandy, ruby port, and Champagne. You can spend as much or as little as you like and have a fantastic drink to serve guests.\nA Primer on Port Wines\nMost of us are very familiar with everything in the happy New Year recipe. The one exception may be the ruby port. Like vermouth, ports are a style of fortified wine though ports have a much more pronounced fruit taste as opposed to the botanical profile of vermouth. This is, for the most part, because they are fortified with brandy before aging.\nThere are distinct styles of port and they are either wood-aged or bottle-aged. Ruby port is considered the introductory port wine. It is younger, less expensive, and used most often when a port is called for in cocktails. Other styles include tawny, vintage, and white port.\nHow Strong Is the Happy New Year?\nThis is a very difficult question to answer because there are so many options available for each alcoholic beverage that go into the cocktail. To get a general sense of the drink's strength, we will use some averages.\n\nLet's say that we mix the cocktail with a 40 percent ABV brandy, a 12 percent ABV Champagne, and a 19.5 percent ABV port. With these, we can estimate that this cocktail is about 17 percent ABV (34 proof). It is a relatively light cocktail and about what we would expect from a wine drink.""]",https://www.thespruceeats.com/happy-new-year-cocktail-recipe-759437
566,The Godmother Cocktail,https://www.thespruceeats.com/thmb/r75i94YkXjYcOn3XgxvAr5cYWdc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/godmother-cocktail-recipe-761065-hero-01-f2f059428fb74a8e866b655976626d9f.jpg,3 mins,"[{'amount': '1 1/2', 'unit': 'ounces', 'name': 'vodka'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'amaretto'}]","[""Gather the ingredients.\nBuild the ingredients in an old-fashioned glass filled with ice cubes.\nStir well.\nChoose Your Vodka\nWhile almost any vodka will make a great godmother, this is one of those simple drinks where a nice vodka can really shine. There are just two ingredients, so each is very important and any impurities in either spirit will definitely come through.\n\nThe best godmother will come from a top-shelf vodka. Any of the fantastic craft vodkas available on the market today are excellent choices as well. It doesn't have to be your best vodka, just something that's smooth and has a clean taste.\n\nThat doesn't mean that the godmother cannot be a drink for the frugal drinker. It's actually a fantastic choice when money's a little tight. The key to making it just as tasty as any top-shelf vodka is to be selective on which cheaper vodka you buy. There are a number of budget-friendly vodka brands available that are almost as smooth as any premium brand. Choose wisely and you'll have a great drink.\nChoose Your Amaretto\nFor the best godmother, don't discount your amaretto, either. This is one of the liqueurs that is essential to a well-stocked bar and you'll find it useful in a variety of cocktails and mixed drinks. Since it is so important, there's no need to skimp on quality. This is especially true for the godmother because the amaretto is the primary flavoring ingredient of the drink.\n\nYou will find bottles of amaretto at the store for $10 or less. As with many liqueurs in that price range, these tend to be very syrupy and leave a lot to be desired in the taste department. If you really want great tasting drinks, spend a little more on a premium amaretto such as Disarrono, Lazzaroni, Luxardo, or Marie Brizard. Since amaretto is rarely poured over an ounce, you'll find that it lasts quite a while and that the taste is worth the extra cost.\n\nOf course, if you're the crafty kind, you can make your own amaretto. It requires just a few common ingredients and very little time. The godmother just happens to be one of the best drinks to show off the fruits of your labor as well.\nHow Strong Is the Godmother?\nMost vodka is bottled at 80-proof and amaretto varies from brand to brand. We'll use the middle ground and go with a 50-proof amaretto for this example. With those two assumptions, we can estimate that the average godmother has an alcohol content around 29 percent ABV (58 proof). \n\nThis is not the weakest cocktail you can make and it is comparable to the popular white Russian. If you're looking for a not-so-creamy alternative to that favorite, the godmother is a perfect choice.\nBartending 101: Essential Techniques, Tips, and Tricks""]",https://www.thespruceeats.com/godmother-cocktail-recipe-761065
567,Texas Tea Cocktail,https://www.thespruceeats.com/thmb/1NYuG1OspqbWTiR4w4assaxanbA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/texas-tea-cocktail-recipe-759831-hero-03-ebd35040cb13477a983cdb1df4238fc2.jpg,3 mins,"[{'amount': '1/2', 'unit': 'ounce', 'name': 'blanco tequila'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'bourbon whiskey'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'gin'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'light rum'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'vodka'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'triple sec'}, {'amount': '1', 'unit': 'ounce', 'name': 'sour mix'}, {'amount': 'Cola', 'unit': '2', 'name': 'ounces'}, {'amount': 'Lemon', 'unit': 'wedge', 'name': 'Lemon'}]","[""Gather the ingredients.\nPour the spirits and sour mix into a collins glass filled with ice.\nStir well.\nTop it off with cola.\nGarnish with the lemon wedge. Serve and enjoy.\nVariations\nThere are many variations of this recipe floating around in bars. Some bartenders will skip the gin, and others use another style of whiskey. The point is that it should include whiskey of some sort, but feel free to adjust the recipe to your taste.\nYou can substitute the sour mix called for in this recipe with equal parts simple syrup and fresh lemon juice.\nHow Strong Is the Texas Tea?\nThe liquor list for the Texas tea is long, but if you follow the recipe you're only pouring a total of 3 ounces. This is important to keep in mind.\n\nIf you overpour, the drink can get out of hand very quickly, and it will be too strong. Before you know it, you'll be drunker than expected and have one nasty hangover in the morning. It happens all the time with the Long Island family of drinks, so here's a little comparison to put it into perspective.\n\nIf you pour the Texas tea with 80-proof liquors, a 60-proof triple sec, and 2 ounces of cola, the drink will have an alcohol content of approximately:\n1/2-ounce pour of each liquor: 20 percent ABV (40 proof)\n1-ounce pour of each liquor: 27 percent ABV (54 proof)\n\nYou can see the difference that an extra 1/2-ounce can make. When compared to the Long Island iced tea (which averages 16 percent ABV), that shot of bourbon added has an impact as well.\nWhat is the difference between Texas tea vs. Long Island iced tea?\nVery simply, the Texas tea adds whiskey to the Long Island iced tea mix.\n\nBartending 101: Essential Techniques, Tips, and Tricks""]",https://www.thespruceeats.com/texas-tea-cocktail-recipe-759831
568,Prairie Fire Tequila Shot,https://www.thespruceeats.com/thmb/IR5CrHUy-T7V_V74KnR_pXy7RKs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/PrairieFire-Shot-5c2160bf46e0fb00012a4768.jpg,2 mins,"[{'amount': '1', 'unit': 'ounce', 'name': 'tequila'}, {'amount': '2', 'unit': 'dashes', 'name': 'Tabasco Sauce'}]","[""Gather the ingredients.\nPour the tequila into a shot glass.\nAdd a few dashes of Tabasco to taste.\nServe and enjoy.\nTips\nTypically, the advice is that adding too much hot sauce will ruin a drink's balance. That theory may work when helping you make a better bloody Mary, but the majority of drinkers shoot a prairie fire for two reasons: to get drunk and see how much heat they can take. However, if you want any taste buds or feeling left on your tongue at the end of the night, it really is best to take it easy.\nYou will also want to have something available to cool your mouth down. Water may not douse the heat, so try biting into a lime or eating something like a tortilla chip or piece of bread to find relief.\nRecipe Variations\nQuite often, the tequila in the prairie fire is replaced with another liquor. For instance, the Canadian prairie fire uses Yukon Jack and the Caribbean prairie fire pours rum (often 151-proof). In reality, you can add Tabasco to anything, from vodka to whiskey to whatever you have left in the liquor cabinet.\nHow Strong Is the Prairie Fire?\nThe daring nature of these shots goes beyond the hot sauce because they are anything but weak. When it comes to the alcohol content of the prairie fire family of shots, you're essentially drinking the equivalent of the bottling strength of the base liquor?the tequila, whiskey, or whatever. For instance, the prairie fire is about 37 percent ABV (74 proof). This can be dangerous territory and quickly lead to extreme drunkenness or alcohol poisoning if you're not careful. It's wise to stick with one of these shots a night and enjoy a lighter drink before and after.""]",https://www.thespruceeats.com/prairie-fire-shot-recipe-759776
569,Mexican Sangria Recipe,https://www.thespruceeats.com/thmb/HHlGDzem47I-4fILInIhsiAKSu8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/mexican-sangria-recipe-1664881-hero-images-2-c1dbc8f30ddd4ab0aef30a0abec9171b.JPG,8 hrs 15 mins,"[{'amount': '1', 'unit': 'bottle', 'name': 'red wine'}, {'amount': '1', 'unit': 'cup', 'name': 'Grand Marnier, Cointreau, or triple sec'}, {'amount': '1/2', 'unit': 'cup', 'name': 'brandy'}, {'amount': '1', 'unit': 'cup', 'name': 'orange juice'}, {'amount': 'null', 'unit': 'orange', 'name': '1'}, {'amount': '1', 'unit': '', 'name': 'lime'}, {'amount': '1', 'unit': 'cup', 'name': 'pineapple chunks'}, {'amount': '2', 'unit': '(4-inch) sticks', 'name': 'cinnamon'}, {'amount': '24', 'unit': 'ounces', 'name': 'lemon-lime soda'}]","['Gather the ingredients.\nPlace wine, orange liqueur, brandy, orange juice, orange, lime, pineapple, and cinnamon (if using) in a large pitcher.\nStir to combine. Cover pitcher with plastic wrap and refrigerate for several hours or overnight.\nStir in lemon-lime soda and top off with ice when ready to serve.\nPour the sangria into suitable glasses, straining out fruit.\nGarnish each glass with a wedge of orange or lime. \nTip\nAny pitcher will do, but a traditional sangria pitcher will add flair to your party and serve a purpose?these pitchers have a pinched lip specifically designed to prevent fruit and other solids from spilling out into the glasses. \nSummer Drinks & Cocktail Recipes']",https://www.thespruceeats.com/mexican-sangria-recipe-1664881
570,Alabama Slammer Shooter,https://www.thespruceeats.com/thmb/aO_UUpd4oxQj9gP9vEg-HdX4Nt4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/alabama-slammer-shooter-recipe-759572-hero-01-5bfebc0046e0fb00510a219f.jpg,3 mins,"[{'amount': '1/2', 'unit': 'ounce', 'name': 'sloe gin'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'amaretto liqueur'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'Southern Comfort'}, {'amount': '1/4', 'unit': 'ounce', 'name': 'orange juice'}]","['Gather the ingredients.\nIn a cocktail shaker filled with ice, pour the sloe gin, amaretto, Southern Comfort, and orange juice.\nShake well.\nStrain into a shot glass. Serve and enjoy.\nTip\nThis shot shakes up to about 2 1/4 ounces. Unless it\'s a tall one, that might not fit into your shot glass. The solution is to strain it into a rocks glass or create two shorter shots and share it with a friend.\nRecipe Variations\nAs it often goes with drinks that have long-standing popularity, there are a number of ways to make the Alabama slammer. Try one of these versions instead, they\'re all made the same way: shake it, strain it, and shoot it.\nMix 1 ounce each amaretto and Southern Comfort with 1/2 ounce each lime juice and grenadine.\nMix 1/2 ounce sloe gin with 1 ounce each amaretto and Southern Comfort and add a dash of lemon juice.\nMix 1/2 ounce each amaretto, whiskey, orange juice, and creme de noyaux (or amaretto).\nWhy So Many Alabama Slammers?\nThe story goes that the Alabama slammer was created in the 1970s near the University of Alabama. The school colors include crimson, which is the color of this shot. It was an era of sweet, fruity drinks, a number of which included the sloe gin and Southern Comfort found in the Alabama slammer (both of which have also since lost their mass appeal). For one reason or another, people started to switch up this recipe. It seems that the point was not always what was in the shot, but its final color. Maybe one person didn\'t have sloe gin or another had a bottle of whiskey. If it was red and included amaretto, it seemed perfectly logical to call it an Alabama slammer. It\'s also interesting to note that many tall mixed drink versions are yellow because they use more orange and/or pineapple juice. These are also known as yellowhammers, which may be the original name (it\'s also Alabama\'s state bird).\nHow Strong Is an Alabama Slammer?\nThe three liqueurs that make up this Alabama slammer recipe are relatively mild, so the shot is as well. Generally, its alcohol content will be in the 20 percent ABV (40 proof) range. While it\'s not the strongest shot you can mix up, it is half the strength of a straight shot of whiskey.\nWhat Kind of Alcohol Is Southern Comfort?\nSouthern Comfort (or SoCo, for short) is one of those mystery liquors that often confuses drinkers. It\'s familiar and you know how it tastes, but you really don\'t know what it is. It has always looked like whiskey and had flavor nuances of whiskey, but Southern Comfort hasn\'t always included actual whiskey.\n\nThe story began in 1874 when Martin Wilkes Heron added fruits and spices to mask the harsh taste of whiskey he was serving at a New Orleans saloon. It caught on with drinkers and was marketed as Southern Comfort. Though the taste has remained similar, the recipe changed over the years as the brand was bought and sold by large liquor companies. For years, it was made with a neutral grain spirit similar to vodka and (not always) a hint of bourbon. It\'s unclear if it was aged, but it did contain sugar as well, so it was technically a liqueur.\n\nIn 2017, the Sazerac Company purchased the brand and revised the recipe to include real whiskey from their own stock. The recipe remains a secret?the fruit flavor is dominated by apricot, though many drinkers note a peachy taste. The brand cunningly labels it as ""Spirit whiskey with natural flavors and caramel color."" It is definitely not bourbon because it includes additives. Until more is revealed, the best description remains that Southern Comfort is a whiskey-based liqueur flavored with fruits and spices. Beyond the original 70-proof version, it\'s also available in 80-proof and 100-proof bottlings.\nThe Scarlett O\'Hara Cocktail']",https://www.thespruceeats.com/alabama-slammer-shooter-recipe-759572
